Fréquence (Hz);Niveau (dB)
408.457947;-45.412708
408.794403;-44.406063
409.130859;-45.234299
409.467316;-44.461113
409.803772;-48.354095
410.140228;-46.620052
410.476685;-43.676311
410.813141;-44.231152
411.149597;-44.347977
411.486053;-48.483929
411.822510;-47.693218
412.158966;-46.786041
412.495422;-46.944244
412.831879;-47.907738
413.168335;-49.700607
413.504791;-47.270229
413.841248;-44.942547
414.177704;-46.053638
414.514160;-46.419083
414.850616;-46.297466
415.187073;-47.218075
415.523529;-45.413837
415.859985;-45.206688
416.196442;-47.306164
416.532898;-49.128067
416.869354;-47.553516
417.205811;-47.629887
417.542267;-48.287594
417.878723;-49.518684
418.215179;-47.900951
418.551636;-47.839001
418.888092;-48.303432
419.224548;-48.273151
419.561005;-46.672829
419.897461;-45.533947
420.233917;-47.384861
420.570374;-47.670609
420.906830;-49.603897
421.243286;-49.597675
421.579742;-46.763214
421.916199;-45.557259
422.252655;-47.944038
422.589111;-47.682056
422.925568;-45.149387
